,village_id,state_id,secc_pop,secc_pop_scaled,area,longitude,latitude,pop_density,pop_density_log2,pop_density_log2_int,pop_density_class,partition,l8_vis_path,s1_vis_path
38,442094,24,4040,3545.7500339746503,50106484.31257229,68.89477934397709,23.6403325603337,80.62828704560134,6.3332141671505795,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442094.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442094.0.tif
39,442095,24,803,713.900005102158,25231623.4553918,68.967295704361,23.6468414219829,31.82514202542941,4.992095047314876,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442095.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442095.0.tif
40,442096,24,641,552.100004434586,20804382.8983725,69.0160671841108,23.6644745478357,30.810815352285434,4.945364956074566,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442096.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442096.0.tif
41,442097,24,1119,974.750004291534,28557269.3443804,69.0510681601107,23.691239562592106,39.1844187378581,5.2922081911079815,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442097.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442097.0.tif
42,442098,24,2228,1938.20001471043,106822010.487279,69.14163473666291,23.6551181098765,20.85712476143036,4.382468385135824,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442098.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442098.0.tif
44,442100,24,344,301.100002288818,6712143.25344427,69.0015723084732,23.6299025119987,51.25039603758156,5.6794912479785635,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442100.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442100.0.tif
45,442101,24,1222,1075.15000963211,25335013.5988629,68.8911440401592,23.5942211776408,48.233642947594326,5.59196787168738,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442101.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442101.0.tif
46,442102,24,813,699.150004267693,24113359.4760018,68.8373264018008,23.599164675822,33.715750010242964,5.0753507858062985,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442102.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442102.0.tif
48,442104,24,502,432.40000367164595,17445927.6577048,68.6841842832975,23.612573420742198,28.774623502367746,4.846725146622089,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442104.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442104.0.tif
49,442105,24,387,342.15000128746004,21460344.880355604,68.6403996669205,23.605170895900105,18.033260982410983,4.172588400019058,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442105.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442105.0.tif
50,442106,24,204,177.50000107288398,10955912.7589889,68.5250444244686,23.619092963642807,18.62008255155427,4.218787563941638,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442106.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442106.0.tif
51,442107,24,170,154.400000810623,4358483.31014577,68.5132698397637,23.600361172099905,39.00439393774215,5.28556475104479,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442107.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442107.0.tif
53,442109,24,469,406.600002646446,23471486.234258894,68.5322456189315,23.5779049210801,19.981691628689852,4.320606820210572,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442109.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442109.0.tif
56,442112,24,926,804.750005722046,39072434.7008575,68.6851092234895,23.549591764422306,23.699572527014237,4.56678913212404,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442112.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442112.0.tif
58,442114,24,465,397.000003218651,27299011.8258906,68.80001642973251,23.554430543309397,17.033583595102524,4.0903100819295535,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442114.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442114.0.tif
59,442115,24,487,409.200002789497,11753314.5125607,68.848853710011,23.5620143844133,41.43512023604456,5.3727822034670965,5,4,val,l8_median_india_vis/l8_median_india_vis_500x500_442115.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442115.0.tif
60,442116,24,583,501.650004267693,14415220.0853275,68.889315965988,23.563738344872302,40.44336448205915,5.337831114870069,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442116.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442116.0.tif
61,442117,24,2175,1895.8500171899798,29837024.964286607,68.9379859905478,23.539199984252,72.89600764832834,6.1877678984151645,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442117.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442117.0.tif
63,442119,24,139,120.20000064373,4840777.38146114,68.8693959337987,23.5488179430238,28.714396272865628,4.843702323917619,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442119.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442119.0.tif
64,442120,24,382,330.400002479553,16065441.485054502,68.8434777030161,23.5281448322245,23.7777468085997,4.5715401059308975,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442120.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442120.0.tif
65,442121,24,404,353.200002789497,12785053.9308032,68.803166333263,23.5099342571251,31.599397404702177,4.981825141595531,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442121.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442121.0.tif
68,442124,24,695,613.350004792213,30223266.4777883,68.6293313759527,23.507762177537398,22.995528974698008,4.523281479837042,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442124.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442124.0.tif
70,442126,24,218,197.000000953674,8875099.52923104,68.5231756063815,23.5576051151298,24.563104817246828,4.618421026171073,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442126.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442126.0.tif
71,442127,24,866,762.350005030632,42058639.3771394,68.5326715840158,23.520832294359607,20.590299943718733,4.363892941086949,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442127.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442127.0.tif
72,442128,24,147,130.100000858307,4278304.22398407,68.5310602369084,23.4799128395882,34.35940791118162,5.102633270742031,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442128.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442128.0.tif
73,442129,24,260,225.75000107288398,8987161.92490022,68.5765185802656,23.423930975531,28.93015639115534,4.854502217122535,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442129.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442129.0.tif
74,442130,24,126,110.500001072884,6999272.19163147,68.6466460351579,23.4382570504879,18.001871701839114,4.170075010029983,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442130.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442130.0.tif
75,442131,24,770,659.6000055074691,27432174.139351506,68.6829887731618,23.459209934353694,28.069229806157928,4.810917573056258,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442131.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442131.0.tif
76,442132,24,309,264.200002193451,15649089.065672,68.7234724756664,23.505863521620608,19.74555826880847,4.303456252772005,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442132.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442132.0.tif
77,442133,24,439,380.250002622604,16734484.724535,68.767624581947,23.4953631899333,26.233254696893482,4.713324905302835,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442133.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442133.0.tif
79,442135,24,378,330.900002479553,14928093.0873678,68.8319615381497,23.4830737378622,25.321385510374718,4.662284441764976,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442135.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442135.0.tif
80,442136,24,342,296.65000283718103,7188693.94574788,68.8579881200182,23.483799437150804,47.57470586187542,5.5721228317245375,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442136.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442136.0.tif
82,442138,24,1742,1505.60001194477,20722014.8027482,68.9173824996556,23.4836081375392,84.06518461558922,6.393436530541424,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442138.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442138.0.tif
84,442140,24,336,297.35000276565603,12610198.6306773,68.94624591354889,23.46087087134289,26.64509971973005,4.735798327305663,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442140.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442140.0.tif
85,442141,24,1520,1318.75001168251,38493941.0896531,68.9369608412988,23.4320959971318,39.486733677382944,5.303296128617858,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442141.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442141.0.tif
86,442142,24,4074,3536.7000234127004,60376663.2780437,70.6040068830677,23.923075867595898,67.47640195415589,6.076311141700593,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442142.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442142.0.tif
88,442144,24,3673,3179.4000235796,123480956.769976,70.69335844514491,23.8613785301947,29.7454773276674,4.894598424385006,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442144.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442144.0.tif
89,442145,24,857,749.00000679493,22480892.6353884,70.7472572070489,23.8630456922579,38.121262082402794,5.252523978297933,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442145.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442145.0.tif
90,442146,24,4205,3668.15002691746,92792770.9262705,70.803407698259,23.8650039218578,45.31603009614971,5.501949574504251,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442146.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442146.0.tif
91,442147,24,2653,2293.75001561642,79064496.56474641,70.87067093048941,23.827179355185102,33.55488386405448,5.068450858739491,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442147.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442147.0.tif
92,442148,24,1499,1310.7000102996801,30402550.1532688,70.7961749277114,23.787046989732694,49.305074490234226,5.623664231655792,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442148.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442148.0.tif
93,442149,24,1424,1245.0000076293902,23708884.1424279,70.75992500307359,23.8059951476039,60.061873492042636,5.908377572038895,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442149.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442149.0.tif
94,442150,24,3966,3431.3000236749604,40267532.130136296,70.6440502146138,23.8197517502253,98.49126058142107,6.621923810570957,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442150.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442150.0.tif
95,442151,24,1235,1071.80000555515,28464138.3211068,70.5683081807988,23.740261770914397,43.38792856006535,5.4392218050923065,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442151.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442151.0.tif
96,442152,24,478,407.80000257492105,9603504.73744284,70.606682595208,23.7131472704519,49.7734955173541,5.637305803752165,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442152.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442152.0.tif
97,442153,24,1734,1507.95001208782,46898947.2447304,70.66695185223601,23.7403699208745,36.97311137820547,5.208404549855082,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442153.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442153.0.tif
98,442154,24,104,89.10000038146971,104862.93637316901,70.69105711990109,23.7337182916226,991.7708162386552,9.953862963132538,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_442154.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442154.0.tif
99,442155,24,5676,4920.35003805161,122266890.272356,70.735716440375,23.7021040949443,46.423033965748274,5.53676890762371,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442155.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442155.0.tif
100,442156,24,5300,4632.45003390312,95417491.36254352,70.8325643035888,23.7036223876235,55.54537144413477,5.7955947927698634,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442156.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442156.0.tif
101,442157,24,949,833.000005364418,21653075.180441894,70.89317323952329,23.6970644593151,43.827492958468206,5.4537642503679775,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442157.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442157.0.tif
102,442158,24,1430,1246.85000920296,35643022.0557557,70.9332914608995,23.686331506442,40.12005485289879,5.3262516733187875,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442158.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442158.0.tif
103,442159,24,2365,2060.00001811981,15405765.4046222,70.86603790544079,23.6503808390374,153.51395648868103,7.2622260117656925,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442159.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442159.0.tif
104,442160,24,1223,1051.4500073194502,19276802.2387052,70.80573854470221,23.6390567246693,63.444132738177004,5.987414845857977,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442160.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442160.0.tif
105,442161,24,1342,1146.10000610352,3846923.7411859,70.7748977536573,23.645024563882604,348.850169716725,8.446463725292816,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_442161.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442161.0.tif
106,442162,24,3504,3063.85002338886,25658581.976763897,70.7295011729812,23.6267691721156,136.5624960558296,7.093417522720334,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442162.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442162.0.tif
107,442163,24,160,137.850000858307,108625.621117566,70.67238932833321,23.6222760994414,1472.949000004624,10.524491763430834,10,9,train,l8_median_india_vis/l8_median_india_vis_500x500_442163.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442163.0.tif
108,442164,24,799,693.650005221367,29270635.349897496,70.6429731048552,23.695527001371,27.296981785631036,4.770669536742252,4,3,train,l8_median_india_vis/l8_median_india_vis_500x500_442164.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442164.0.tif
109,442165,24,5167,4517.9500374794,126221742.935806,70.551350623238,23.692478823660306,40.935894876905934,5.355294528521855,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442165.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442165.0.tif
110,442166,24,434,373.800002098083,7887262.3451974,70.5269859056003,23.6584789932125,55.02542973789443,5.782026602215612,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442166.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442166.0.tif
111,442167,24,949,821.8000036478038,28366782.9782258,70.478443412247,23.652013346664802,33.45462193328189,5.064133635487772,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442167.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442167.0.tif
112,442168,24,1596,1393.90000724792,13674833.5931392,70.4437484033325,23.6162138585747,116.71074380025576,6.866793564135327,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442168.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442168.0.tif
113,442169,24,914,802.350005865097,6085421.98621199,70.4749964582152,23.6203609375281,150.19500735871569,7.230693046711225,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442169.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442169.0.tif
114,442170,24,2305,2014.65001416206,26182333.2344529,70.4978784438338,23.5924924399543,88.03646257801383,6.460029271878683,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442170.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442170.0.tif
115,442171,24,1507,1328.65000796318,6063923.70574093,70.4641512959646,23.585366405645104,248.51895787759838,7.957212099480909,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442171.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442171.0.tif
116,442172,24,525,469.250002622604,2405336.90675294,70.51374335331231,23.565284103843304,218.2646424815052,7.7699346313813535,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442172.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442172.0.tif
117,442173,24,1071,938.2000067234039,29940204.4508938,70.528617728441,23.624266676824107,35.771298815163156,5.160730596787088,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442173.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442173.0.tif
118,442174,24,2309,1994.7000133991198,34614634.7556653,70.6249666738242,23.6243765967221,66.7058894683871,6.059742237582634,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442174.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442174.0.tif
119,442175,24,1485,1304.10001182556,42303716.535168,70.6745596163677,23.626886913573895,35.10329875545302,5.133534705887662,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442175.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442175.0.tif
120,442176,24,1125,960.300006628036,6941216.50969182,70.7047974652765,23.5828471860971,162.07533627991506,7.34052075605355,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442176.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442176.0.tif
121,442177,24,1188,1026.15000903606,24771853.4100308,70.7443648564203,23.598316687320004,47.957655018212975,5.583689212015121,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442177.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442177.0.tif
122,442178,24,851,748.400007128716,10713332.3022142,70.77511031729141,23.5889300088524,79.43373508764569,6.311679937360874,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442178.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442178.0.tif
123,442179,24,2429,2119.30001688004,50056748.8779924,70.8228859354541,23.603471443659892,48.524925298692686,5.6006540868826935,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442179.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442179.0.tif
124,442180,24,1946,1704.40001428127,31891572.2039151,70.89135792426342,23.626416617024496,61.01925573180439,5.931192677973657,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442180.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442180.0.tif
125,442181,24,4901,4258.3500276804,83753240.0485319,70.95415701321771,23.6234948701294,58.51713912393182,5.870787333389614,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442181.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442181.0.tif
126,442182,24,557,483.700003027916,13280604.4037776,71.0088192053344,23.589888136501003,41.94086225786261,5.390284616845351,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442182.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442182.0.tif
127,442183,24,6075,5289.65003871918,63571383.2965105,70.99128290270309,23.5512417298042,95.56186581098768,6.5783631170572985,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442183.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442183.0.tif
128,442184,24,542,475.05000400543196,10585353.9617208,70.934945290957,23.5349321681834,51.202822499842995,5.678151434298027,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442184.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442184.0.tif
129,442185,24,2393,2062.50001347065,24312454.3791174,70.90910066799229,23.563494767669702,98.42691991045588,6.620981043681677,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442185.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442185.0.tif
130,442186,24,8725,7587.65006053448,70172882.6102222,70.85659085996241,23.5380556421538,124.33577865773772,6.958097693443197,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442186.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442186.0.tif
131,442187,24,2301,2012.0500173568696,25864715.6692382,70.79212806486659,23.5524082936803,88.96289560749584,6.475131841251263,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_442187.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442187.0.tif
132,442188,24,345,299.750001788139,9857854.23598802,70.7517684731898,23.556890500818806,34.997474271886695,5.1291789030333375,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_442188.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442188.0.tif
133,442189,24,2949,2574.35001993179,14279818.355801,70.72312349687941,23.5521890974082,206.51523195335358,7.690104384267572,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_442189.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_442189.0.tif
